11,10,0,Percu1,,1,0,2,0,10,4,,
12,10,0,Percu2,,1,0,2,0,10,4,,
13,10,0,Percu3,,1,0,2,0,10,4,,
14,10,0,Percu4,,1,0,2,0,10,4,,
15,10,0,Percu5,,1,0,2,0,10,4,,
16,10,0,Percu6,,1,0,3,0,10,4,,
17,10,0,Percu7,,1,0,3,0,10,4,,
18,10,0,Percu8,,1,0,3,0,10,4,,
19,10,0,Percu9,,1,0,3,0,10,4,,
21,20,0,Evolve1,,2,0,4,0,11,8,,
22,20,0,Evolve2,,2,0,4,0,11,8,,
23,20,0,Evolve3,,2,0,4,0,11,8,,
24,20,0,Evolve4,,2,0,4,0,11,8,,
25,20,0,Evolve5,,2,0,4,0,11,8,,
31,30,0,Massive1,,3,0,4,0,15,8,,
32,30,0,Massive2,,3,0,4,0,16,8,,
33,30,0,Massive3,,3,0,4,0,17,8,,
34,30,0,Massive4,,3,0,4,0,18,8,,
35,30,0,Massive5,,3,0,4,0,19,8,,
36,30,0,Massive6,,3,0,4,0,20,8,,
40,39,0,RiseHit1,,4,0,4,0,31,10,,
41,39,0,RiseHit2,,4,0,4,0,32,10,,
42,39,0,RiseHit3,,4,0,4,0,33,10,,
43,39,0,RiseHit4,,4,0,4,0,34,10,,
44,39,0,RiseHit5,,4,0,4,0,35,10,,
45,39,0,RiseHit6,,4,0,4,0,36,10,,
51,50,0,Damage1,,5,0,4,0,40,16,,
52,50,0,Damage2,,5,0,4,0,40,16,,
53,50,0,Damage3,,5,0,4,0,40,16,,
54,50,0,Damage4,,5,0,4,0,40,16,,
55,50,0,Damage5,,5,0,4,0,40,16,,
56,50,0,Damage6,,5,0,4,0,40,16,,
57,50,0,Damage7,,5,0,4,0,40,16,,
61,60,0,Violons1,,6,0,2,0,41,4,,
62,60,0,Violons2,,6,0,2,0,41,4,,
63,60,0,Violons3,,6,0,2,0,41,4,,
64,60,0,Violons4,,6,0,2,0,41,4,,
65,60,0,Violons5,,6,0,2,0,41,4,,
66,60,0,Violons6,,6,0,2,0,41,4,,
67,60,0,Violons7,,6,0,3,0,41,4,,
68,60,0,Violons8,,6,0,3,0,41,4,,
69,60,0,Violons9,,6,0,3,0,41,4,,
70,60,0,Violons10,,6,0,1,0,41,4,,
71,60,0,Violons11,,6,0,1,0,41,4,,
72,60,0,Violons12,,6,0,1,0,41,4,,
81,80,0,Cors1,,7,0,1,0,50,4,,
82,80,0,Cors2,,7,0,2,0,51,4,,
83,80,0,Cors3,,7,0,3,0,52,4,,
84,80,0,Cors4,,7,0,2,0,53,4,,
85,80,0,Cors5,,7,0,1,0,54,4,,
86,80,0,Cors6,,7,0,2,0,55,4,,
87,80,0,Cors7,,7,0,2,0,56,4,,
88,80,0,Cors8,,7,0,3,0,57,4,,
89,80,0,Cors9,,7,0,3,0,58,4,,
90,80,0,Cors10,,7,0,3,0,59,4,,
101,100,0,Round1,,8,0,4,0,60,4,,
102,100,0,Round2,,8,0,4,0,61,4,,
103,100,0,Round3,,8,0,4,0,62,4,,
104,100,0,Round4,,8,0,4,0,63,4,,
105,100,0,Round5,,8,0,4,0,64,4,,
140,139,0,FluteIntro1,,9,0,1,0,80,4,,
141,139,0,FluteIntro2,,9,0,1,0,81,4,,
142,139,0,FluteIntro3,,9,0,1,0,82,4,,
143,139,0,FluteIntro4,,9,0,1,0,83,4,,
144,139,0,FluteIntro5,,9,0,1,0,84,4,,
145,139,0,FluteIntro6,,9,0,1,0,85,4,,
146,139,0,FluteIntro7,,9,0,1,0,86,4,,
147,139,0,FluteMilieu1,,9,0,2,0,87,4,,
148,139,0,FluteMilieu2,,9,0,2,0,88,4,,
149,139,0,FluteMilieu3,,9,0,2,0,89,4,,
150,139,0,FluteMilieu4,,9,0,2,0,90,4,,
151,139,0,FluteMilieu5,,9,0,2,0,91,4,,
152,139,0,FluteMilieu6,,9,0,2,0,92,4,,
153,139,0,FluteMilieu7,,9,0,2,0,93,4,,
154,139,0,FluteFin1,,9,0,3,0,94,4,,
155,139,0,FluteFin2,,9,0,3,0,95,4,,
156,139,0,FluteFin3,,9,0,3,0,96,4,,
157,139,0,FluteFin4,,9,0,3,0,97,4,,
158,139,0,FluteFin5,,9,0,3,0,98,4,,
159,139,0,FluteFin6,,9,0,3,0,99,4,,
160,139,0,FluteFin7,,9,0,3,0,100,4,,
