11,10,0,Yahweh est mon pasteur ,,1,0,1,0,0,6,,
12,10,0,je ne manquerai de rien,,1,0,3,0,0,5,,
13,10,0,Il me fait reposer dans de verts pâturages,,1,0,1,0,0,7,,
14,10,0,il me mène prés des eaux rafraîchissantes,,1,0,3,0,0,7,,
15,10,0,il restaure mon âme,,1,0,1,0,0,5,,
16,10,0,Il me conduit dans les droits sentiers,,1,0,3,0,0,7,,
17,10,0,quand je marche dans une vallée d’ombre mortelle,,1,0,1,0,0,8,,
18,10,0,je ne crains aucun mal,,1,0,2,0,0,5,,
19,10,0,car tu es avec moi ,,1,0,2,0,0,5,,
20,10,0,ta houlette et ton bâton me rassurent,,1,0,3,0,0,6,,
21,10,0,tu dresses devant moi une table,,1,0,1,0,0,6,,
22,10,0,en face de mes ennemis,,1,0,2,0,0,5,,
23,10,0,tu répands l’huile sur ma tête,,1,0,2,0,0,6,,
24,10,0,ma coupe est débordante,,1,0,3,0,0,6,,
25,10,0,le bonheur et la grâce m’accompagneront,,1,0,1,0,0,7,,
26,10,0,tous les jours de ma vie,,1,0,2,0,0,5,,
27,10,0,j’habiterai dans la maison de Yahweh,,1,0,2,0,0,7,,
28,10,0,pour de longs jours,,1,0,3,0,0,4,,
36,35,0,Il me fait reposer,,2,0,4,0,1,4,,
37,35,0,verts pâturages,,2,0,4,0,1,4,,
38,35,0,eaux rafraîchissantes,,2,0,4,0,1,4,,
39,35,0,mon âme,,2,0,4,0,1,4,,
40,35,0,les droits sentiers,,2,0,4,0,1,4,,
41,35,0,son nom,,2,0,4,0,1,4,,
42,35,0,une vallée d’ombre mortelle,,2,0,4,0,1,4,,
43,35,0,ta houlette et ton bâton,,2,0,4,0,1,4,,
44,35,0,me rassurent,,2,0,4,0,1,4,,
45,35,0,une table,,2,0,4,0,1,4,,
46,35,0,mes ennemis,,2,0,4,0,1,4,,
47,35,0,l’huile sur ma tête,,2,0,4,0,1,4,,
48,35,0,le bonheur,,2,0,4,0,1,4,,
49,35,0,la grâce,,2,0,4,0,1,4,,
50,35,0,m’accompagneront,,2,0,4,0,1,4,,
51,35,0,tous les jours,,2,0,4,0,1,4,,
52,35,0,ma vie,,2,0,4,0,1,4,,
53,35,0,la maison de Yahweh,,2,0,4,0,1,4,,
54,35,0,longs jours,,2,0,4,0,1,4,,
61,60,0,SiMin,SiMin,3,0,1,0,2,8,,
62,60,0,SibMin,SibMin,3,0,1,0,2,8,,
63,60,0,LaMin,LaMin,3,0,1,0,2,8,,
64,60,0,LabMin,LabMin,3,0,1,0,2,8,,
65,60,0,SolMin,SolMin,3,0,1,0,2,8,,
66,60,0,SolbMin,SolbMin,3,0,1,0,2,8,,
67,60,0,FaMin,FaMin,3,0,1,0,2,8,,
68,60,0,MiMin,MiMin,3,0,1,0,2,8,,
69,60,0,MibMin,MibMin,3,0,1,0,2,8,,
70,60,0,RéMin,ReMin,3,0,3,0,2,8,,
71,60,0,RébMin,RebMin,3,0,3,0,2,8,,
72,60,0,DoMin,DoMin,3,0,3,0,2,8,,
81,80,0,Yahweh est mon pasteur ,,4,0,1,0,3,16,,
82,80,0,je ne manquerai de rien,,4,0,3,0,3,16,,
83,80,0,Il me fait reposer dans de verts pâturages,,4,0,1,0,3,16,,
84,80,0,il me mène prés des eaux rafraîchissantes,,4,0,3,0,3,16,,
85,80,0,il restaure mon âme,,4,0,1,0,3,16,,
86,80,0,Il me conduit dans les droits sentiers,,4,0,3,0,3,16,,
87,80,0,quand je marche dans une vallée d’ombre mortelle,,4,0,1,0,3,16,,
88,80,0,je ne crains aucun mal,,4,0,2,0,3,16,,
89,80,0,car tu es avec moi ,,4,0,2,0,3,16,,
90,80,0,ta houlette et ton bâton me rassurent,,4,0,3,0,3,16,,
91,80,0,tu dresses devant moi une table,,4,0,1,0,3,16,,
92,80,0,en face de mes ennemis,,4,0,2,0,3,16,,
93,80,0,tu répands l’huile sur ma tête,,4,0,2,0,3,16,,
94,80,0,ma coupe est débordante,,4,0,3,0,3,16,,
95,80,0,le bonheur et la grâce m’accompagneront,,4,0,1,0,3,16,,
96,80,0,tous les jours de ma vie,,4,0,2,0,3,16,,
97,80,0,j’habiterai dans la maison de Yahweh,,4,0,2,0,3,16,,
98,80,0,pour de longs jours,,4,0,3,0,3,16,,
101,100,0,Pur,,5,0,4,0,4,8,,
102,100,0,Neverend,,5,0,4,0,5,16,,
103,100,0,Etherblopz,,5,0,4,0,5,16,,
104,100,0,Robot,,5,0,4,0,5,16,,
105,100,0,Nerdiphone,,5,0,4,0,5,16,,
106,100,0,One done,,5,0,4,0,5,16,,
107,100,0,Chunking cerebrae,,5,0,4,0,5,16,,
108,100,0,Reverse delay,,5,0,4,0,5,16,,
109,100,0,Epic Voice,,5,0,4,0,5,16,,
